0.000,0.000
0.051,0.012
0.101,0.050
0.152,0.111
0.202,0.196
0.253,0.305
0.303,0.437
0.354,0.591
0.404,0.768
0.455,0.967
0.505,1.188
0.556,1.430
0.606,1.692
0.657,1.976
0.707,2.279
0.758,2.602
0.808,2.944
0.859,3.305
0.909,3.685
0.960,4.083
1.010,4.499
1.061,4.932
1.111,5.383
1.162,5.850
1.212,6.333
1.263,6.832
1.313,7.347
1.364,7.877
1.414,8.422
1.465,8.981
1.515,9.554
1.566,10.141
1.616,10.741
1.667,11.354
1.717,11.980
1.768,12.617
1.818,13.267
1.869,13.927
1.919,14.599
1.970,15.282
2.020,15.974
2.071,16.677
2.121,17.389
2.172,18.110
2.222,18.840
2.273,19.578
2.323,20.324
2.374,21.077
2.424,21.838
2.475,22.606
2.525,23.380
2.576,24.160
2.626,24.946
2.677,25.737
2.727,26.533
2.778,27.334
2.828,28.139
2.879,28.948
2.929,29.760
2.980,30.575
3.030,31.392
3.081,32.212
3.131,33.034
3.182,33.858
3.232,34.682
3.283,35.508
3.333,36.333
3.384,37.159
3.434,37.984
3.485,38.809
3.535,39.632
3.586,40.454
3.636,41.274
3.687,42.092
3.737,42.907
3.788,43.719
3.838,44.528
3.889,45.333
3.939,46.133
3.990,46.929
4.040,47.721
4.091,48.506
4.141,49.287
4.192,50.061
4.242,50.828
4.293,51.589
4.343,52.343
4.394,53.089
4.444,53.827
4.495,54.557
4.545,55.278
4.596,55.990
4.646,56.692
4.697,57.385
4.747,58.067
4.798,58.739
4.848,59.400
4.899,60.049
4.949,60.687
5.000,61.312
5.051,1.586
5.101,3.171
5.152,4.753
5.202,6.330
5.253,7.900
5.303,9.463
5.354,11.016
5.404,12.557
5.455,14.087
5.505,15.602
5.556,17.101
5.606,18.583
5.657,20.047
5.707,21.490
5.758,22.911
5.808,24.310
5.859,25.684
5.909,27.032
5.960,28.353
6.010,29.645
6.061,30.908
6.111,32.139
6.162,33.338
6.212,34.504
6.263,35.635
6.313,36.730
6.364,37.787
6.414,38.807
6.465,39.788
6.515,40.729
6.566,41.628
6.616,42.486
6.667,43.301
6.717,44.073
6.768,44.800
6.818,45.482
6.869,46.118
6.919,46.707
6.970,47.250
7.020,47.745
7.071,48.192
7.121,48.591
7.172,48.940
7.222,49.240
7.273,49.491
7.323,49.692
7.374,49.843
7.424,49.943
7.475,49.994
7.525,49.994
7.576,49.943
7.626,49.843
7.677,49.692
7.727,49.491
7.778,49.240
7.828,48.940
7.879,48.591
7.929,48.192
7.980,47.745
8.030,47.250
8.081,46.707
8.131,46.118
8.182,45.482
8.232,44.800
8.283,44.073
8.333,43.301
8.384,42.486
8.434,41.628
8.485,40.729
8.535,39.788
8.586,38.807
8.636,37.787
8.687,36.730
8.737,35.635
8.788,34.504
8.838,33.338
8.889,32.139
8.939,30.908
8.990,29.645
9.040,28.353
9.091,27.032
9.141,25.684
9.192,24.310
9.242,22.911
9.293,21.490
9.343,20.047
9.394,18.583
9.444,17.101
9.495,15.602
9.545,14.087
9.596,12.557
9.646,11.016
9.697,9.463
9.747,7.900
9.798,6.330
9.848,4.753
9.899,3.171
9.949,1.586
10.000,0.000
